count hate_speech offensive_language neither class tweet
3 0 3 0 1 "And vice versa RT he has hoes"
3 0 3 0 1 "And weres bitch boy "
3 1 2 0 1 "And when I say DOH DOH DOH DOH bitch that be Kdot"
3 0 3 0 1 "And when bitches be like me and him against the world bitch dont nobody even know yall together _ nobody hating"
3 0 0 3 2 "And where do you think unsold items from thrift stores go The garbage Think of all the great games that are in trash dumps as we speak "
3 0 3 0 1 "And you a bitch Even when you say you love me you a bitch I pray you crash like Caroline into a ditch"
3 1 2 0 1 "And you adopted bitch I dont give a fuck what kind of Mental illness they claimin imma kill ya"
6 0 6 0 1 "And you kno we the opposite of down bitch we up httptcoqkFYwnFZqu"
3 0 3 0 1 "And you8217re a bitch you8217re a little fucking worm you know that"
3 0 3 0 1 "Angel stop rting that fugly bitch"
3 0 0 3 2 "AngloSaxon Mike Oz"
3 2 1 0 0 "Ankles 8220 Hood bitches with long weave is the worst thing ever8221 weave that be touching their ashy ankles "
3 0 3 0 1 "Annie You crazy hoe "
3 1 2 0 1 "Annnnd youre a dyke "
3 0 0 3 2 "Annoying yelling bint next door has locked herself out"
3 0 3 0 1 "Another bad bitch fuck her for a hour another cigarette another nut another shower"
3 0 3 0 1 "Another high point was a Hungarian calling me cheat fuck and cheat pussy for doing well"
3 1 2 0 1 "Another long mornin smhThank God a nicca out here to see it tho real shit"
3 0 0 3 2 "Another major development in the Jihadi circles Al Maqdisi hardcore jihadi theorist asks specifically for relief amp aid workers8217 release"
6 0 6 0 1 "Another nigga hoe is another nigga problem been had hits"
3 0 0 3 2 "Another season of retweeting every one of s Yankee tweets "
3 0 3 0 1 "Another woman aint gon keep me coming Girl these hoes aint got nothing on ya"
3 0 3 0 1 "Any bitch who show up Friday looking like the bitch from the ring Im punching straight in the face"
3 1 2 0 1 "Any dope nigga or pretty chick is gon have people wantin their attention Yall gotta grow up with that you got hoes shit"
3 1 2 0 1 "Any man even considering plastic surgery is gay gay gay imagine ya boy say Id get more hoes then u after I get these new lips "
3 0 2 1 1 "Any nicca gettin it n da ass is a fag Howw Please explain this twitter logic Im confused "
3 0 3 0 1 "Any person that puts anybody elses business out there for whatever reason is a bitch"
6 0 6 0 1 "Any pregnant bitches at centreville I should know about in about to move there next Idk I dont go to cville httptcoHq4Q6zfwjh"
3 0 3 0 1 "Any pussy I had I can get again"
3 0 0 3 2 "Any solution to ZOG which doesnt deal with demographics only laws is no solution
NorthwestImperative
httptcoVhy5s2apCn"
3 0 3 0 1 "Any where the at is where the pussy go"
3 0 0 3 2 "Anyone want some absolutely amazing and deliciously fresh perfect monkey bread "
3 0 2 1 1 "Anyone want to share their thoughts on their mock draft Just kidding SHUT YOUR FILTHY DAMNED MOUTH YOU CLODS"
3 3 0 0 0 "Anyone who came to the US as an indentured servant is white trash"
3 0 3 0 1 "Anytime somebody say u wan hear a funny that shit gon be trash"
6 3 1 2 0 "Apaches MM rounds turn Jihadis into tomato soup "
3 0 3 0 1 "Apologizing in advance for my actions Im thee biggest bitch when Im studying "
3 0 0 3 2 "Apolonia Gardner of Imperial CA misspells phalarope a bird that resembles a sandpiper The dreaded schwa spellingbee"
3 0 0 3 2 "Apparently I got chunky for my bday Worse bday present ever Lol diettime"
3 0 1 2 2 "Apparently im a honky Pfft Like thats a bad thing"
3 1 2 0 1 "Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot"
3 0 3 0 1 "Apparently saying something nice to someone these days means youre trying to stick them with your poker Get over yourselves bitches"
3 0 0 3 2 "Apple need to add some colored emoji"
3 0 3 0 1 "Apple sauce bitch"
3 0 0 3 2 "Appropriately this guy wears the WV yellow Rick James on his face httptcoSGb9rYvdmb"
3 0 3 0 1 "Are pet guinea pig is about to die this fucking blows "
3 0 0 3 2 "Are poor little guinea pig died "
3 0 3 0 1 "Are you nigguhs saying you want Donald trump as prez That nigguh dont understand real american struggles "
3 0 3 0 1 "Are you single but your pussy is in a relationship"
3 0 0 3 2 "Are you tired of the mock drafts Lets just do this If Clowney is not the 1st pick who thinks Round becomes chaos ShowOfHands"
3 1 0 2 2 "Arent these little border jumpers supposed to be in school"
3 0 2 1 1 "Argue to make up Not to break up amp get back together thats retarded in my eyes"
3 0 3 0 1 "Arguing over a bitch with a glued on butt"
3 0 3 0 1 "Arod like ugly bitches that like to fuck"
3 0 0 3 2 "Arroz con pollo"
3 0 2 1 1 "Arturo keeps calling me ghetto "
3 0 1 2 2 "As Chanice say that I realize the coons move from drinking Moet to Belaire All yuh feel all yuh so fancy with all yuh champagne eh"
3 0 3 0 1 "As I tweeted before any man telling me to go to the kitchen this season could tell his mom that father probably wouldnt of leftbitch"
6 0 6 0 1 "As a girlfriend Im NEVER getting close to my boyfriend friends cause they can be telling me one thing and telling these hoes another"
9 0 9 0 1 "As a girlfriend you gotta accept the fact hoes gone be all up in his face But as a boyfriend he better let them hoes know wassup"
3 0 3 0 1 "As a man I feel like you a bitch if you living off a female Havin her buy all yo shit fucc that never be dependent on someone"
3 2 0 1 0 "As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves its gonna be a8230 httptcoJcYZzMKCfu"
3 1 2 0 1 "As good as Percy Harvin and Peyton on the same team sound8230 That8217s so retarded lmao"
3 0 3 0 1 "As if it WASNT gon get Bacc to me bitch your outta your fuccing mind"
3 0 3 0 1 "As long as you gon feed me pussy when I get the munchies "
3 1 2 0 1 "As of today im cutting muthafuckas off bitchesniggas that never show love or just temporary people iont need um"
3 0 0 3 2 "As soon as a Democrat gets a chance to the political hack foxnews goes to commercial then back with Bolton LMAO teabaggers benghazi"
3 0 3 0 1 "As soon as a bitch think shit sweet Give em wat they been asking for"
3 0 3 0 1 "As soon as bitches get on a come up you got that one bitch that CANT Wait to tell ppl your downfall before the come up Haters"
3 2 1 0 0 "As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up Pisses me off"
3 0 3 0 1 "Asha had a little voice in my head telling me to fuck with these hoes Wasnt kendra "
3 0 3 0 1 "Asha my bitch doe "
3 0 3 0 1 "Ask a bitch in if she would rather have JESUS than silver amp gold I bet u she tell a lie"
3 0 3 0 1 "Ask around n the streets bitch bout Jay"
3 0 1 2 2 "Ask the governor how we are supposed to pay for this Typical teabagger mentality Government is EVIL until we need them LOL morningjoe"
3 0 3 0 1 "Ask tht bitch when she gon let a yung nigga blast tht ass"
3 0 3 0 1 "Ask your bitch about me she turns into dori "
3 0 3 0 1 "At Good luck Nh nh Im 150 One of you bitches better reproduce with me I can give you an athlete"
3 0 3 0 1 "At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out "
3 0 0 3 2 "At a point where Ive got to make a tough life decision Ice black translucent sole or solid black sole on my KD VIs Blk or orange airbag"
3 0 0 3 2 "At all my ritz crackers Idk what to do with myself anymore"
3 0 3 0 1 "At least ima a faithful bitch "
3 0 0 3 2 "At pussy cat lounge killin it with my girlz and "
6 0 6 0 1 "At the MLK march tryna find a man bitch we see U"
3 0 3 0 1 "At the Mexican laundry mat and its PACKED denna hoe"
3 0 3 0 1 "At the bar in downey wit my uncle this niggah faded hopefully he doesnt get us into a fight lmao"
3 0 3 0 1 "At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry _ "
3 0 3 0 1 "At the end of the day seniors still love that young fresh pussy from west case closed"
6 0 0 6 2 "At this rate Id cheer for the awful New York Yankees over the St Louis Cardinals"
3 0 0 3 2 "At work but wish I was floating in my ft on sale at Walmart redneck pool that my husband probably hasnt cleaned since last weekend"
3 0 0 3 2 "Ate the receivers really fast or is pass coverage trash"
3 1 2 0 1 "Attention one and all just motoroboated my knees Someone get this jiggaboo some water She thirsty"
3 1 2 0 1 "Auburnnn hoe"
3 0 3 0 1 "Audio Happy Valentines Day bitches 160Now play this while you get laid httptcox70OTlH3"
3 0 2 1 1 "August alsina ghetto "
3 0 3 0 1 "Austin is a funny niggah"
3 0 3 0 1 "Autocorrect makes my hows life change to hoes life What the duck"
3 0 0 3 2 "Average is basic and basic is trash "
3 0 3 0 1 "Aw man that bitch she go hard Put it on me Im like Oh Lord No panties baby no bra "
3 0 3 0 1 "Awe did I cut you off and make you mad Thats too dam bad shoulda been going the fucking speed limit bitch"
3 2 1 0 0 "Awk U dont like your own nephew cousins bc our race LMAO broke ugly bitches fuck them we dont need them"
3 0 3 0 1 "Awwwwww That aint my hoe"
3 0 3 0 1 "Awwwwww they no Kaep aint rape no bitch"
3 0 3 0 1 "Ay cuh its HOT AF Im finna go buy yo bitch some ice cream Lol"
3 0 3 0 1 "Ay fuck wieners remember to eat before you drink and remember to drink water while youre drinking and also to go eat shit you pussy head"
3 0 0 3 2 "Ay what are some good barsclubs to hit up in Denver Should be up there Saturday night to coon out"
3 0 3 0 1 "Ay yall heard that Rich Gang tape thou That bitch on Flame128293"
3 0 1 2 2 "Aye a nicca is tired tho"
3 0 3 0 1 "Aye its a lot of niggas out here that cant fuck a bad bitch unless they get her drunk smh Preach"
3 0 3 0 1 "Aye my NIGHA YeaYouReadinDis Gone let ya bitch fuck wit my team donjuuuan8230 httptcoqloMazph9A"
6 0 6 0 1 "Aye the part be treating the bitches too good "
3 0 3 0 1 "Aye we all needa keep are heads up high who cares if we lost we all went and tried our best ampsouth is a bunch of trash talking pussys "
3 0 3 0 1 "Aye Mcdonaldss got a fire ass frozen strawberry lemonade This bitch so wet"
3 0 3 0 1 "Ayee hoe"
3 0 1 2 2 "Ayo I jus had a mini heart attack behind the wheelnorth Philly n fire crackers dont mix128553128553128514128514 I8230 httptcoo5v2E4LFtm"
3 0 2 1 1 "Ayo twat boy I gotta new phone give me yo jack now "
3 0 3 0 1 "Ayo why da hell aint nobody hip me to these niccas BetterLateThanNever"
6 1 4 1 1 "Ayo unblock me so i ca tell you how garbage yo bitch ass playing"
3 2 1 0 0 "Ayy Carlton is a ghetto school now SwitchedAtBirth"
3 1 2 0 1 "Ayy yo my nigga be all up on dapussy not lettin dat muafucka breathe"
3 0 0 3 2 "Ayyyyy Im sipping on a free slurpee and seeing The Front Bottoms tonight Im a happy clam"
3 1 0 2 2 "BASICALLY GOP ROMNEY right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers"
3 1 2 0 1 "BC yall hoes"
3 0 3 0 1 "BF I think we need some pet insurance GF LMAO why what for BF Because Im destroying your pussy everyday"
3 0 3 0 1 "BITCH Stop thinking ur entitled to politically correct responsesbitch"
3 0 2 1 1 "BREATHE You are going to kill yourself if you dont EXHALE Killin you hoes httptcoQZc87drA9a8221"
3 0 3 0 1 "BROS BEFORE HOS and there I was with my bros without any hos"
3 0 3 0 1 "BRUH lmaoo Them hoes was nasty but I kept eating them What the fuck happened to these httptcoG9w10SmQdr8221"
6 1 5 0 1 "BRUH Them ugly hoes say a nigga arrogant"
3 0 3 0 1 "Baby I can make that pussy raaain OFTEN"
3 0 3 0 1 "Baby I can make that pussy rain often"
3 0 3 0 1 "Baby I can make that pussy rain Often"
3 1 0 2 2 "Baby Ill whisper Vietnamese to you all soft like ching chong ting o long"
6 0 6 0 1 "Baby girl your pussy looking so vacant"
3 0 3 0 1 "Baby moanin got me zonenn I want this bitch next me pussy like ecstasy "
3 0 3 0 1 "Baby pussy cant be your only hustle Unless u bad as Naomi RussellI mean a lot of ppl got moneySo basically Russell aint the only Russell"
3 0 3 0 1 "Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through"
3 0 3 0 1 "Back InHighSchool me and used to have to stiffarm bitches that kept tryna steal our fitteds"
3 0 3 0 1 "Back in America and Ive become a basic bitch again"
3 0 3 0 1 "Back in this bitch again"
3 0 3 0 1 "Backdoor is open them hoes will let you fuck em in the ass Usually an extra charge plus the rate you agreed upon"
3 0 3 0 1 "Bad Asian bitch yea she look just like Kemora"
3 1 2 0 1 "Bad bitch contest you in first place httptcoc1cPZMzEQR"
3 0 3 0 1 "Bad bitch give good head dumb bitch get hood rich"
3 0 3 0 1 "Bad bitch good head I think she ah keeper "
3 0 3 0 1 "Bad bitch httptcoXSpkccaypi"
6 0 6 0 1 "Bad bitch on my line tryna give me brains"
3 0 3 0 1 "Bad bitch pussy aquafina call her Crystalina"
3 0 3 0 1 "Bad bitch selling molly I might take one"
6 0 5 1 1 "Bad bitch with me and you kno that her ass is fat"
9 0 9 0 1 "Bad bitch chest outno wonder why Miss Righteous keeps on getting left out"
6 0 6 0 1 "Bad bitches aint cheap"
3 0 3 0 1 "Bad bitches aint cheap better pass her if u broke "
6 0 6 0 1 "Bad bitches an good weed"
3 0 3 0 1 "Bad bitches and good weed"
3 0 3 0 1 "Bad bitches be all ova me Besides pussy what could you offer me "
3 0 3 0 1 "Bad bitches every where"
3 0 3 0 1 "Bad bitches from Oakland she could beeee a model"
3 0 3 0 1 "Bad bitches hate broke niggaz"
3 0 3 0 1 "Bad bitches in dirty ass houses ltltlt"
3 0 3 0 1 "Bad bitches in the pen make my toes curl"
3 0 3 0 1 "Bad bitches is the only thing I like"
3 0 3 0 1 "Bad bitches is the only thing that I like"
3 0 3 0 1 "Bad bitches is the only thing that I like BBLU this Saturday BBLU SuedeLounge RICHGIRLS"
6 0 6 0 1 "Bad bitches is the only thing that i like"
3 0 3 0 1 "Bad bitches is the only thing that like"
3 0 3 0 1 "Bad bitches only"
3 0 3 0 1 "Bad bitches only httptcoceyb1b3rF0"
3 0 3 0 1 "Bad blood in the camp amp if its bout a bitch just know I dont respect it homie"
3 0 3 0 1 "Bad chicks send em in Basic hoes toss em out cant even get Waffle House Hating niggas chalk em out gone get the coffin out"
6 0 6 0 1 "Bad foreign bitch she a walkin Ferrari"
3 0 3 0 1 "Bad lil bitch aint never seen her"
3 0 3 0 1 "Bad lil short fine bitch lil petite sumn"
3 0 2 1 1 "Bae gotta bitch whoops "
3 0 3 0 1 "Bae juss the new side bitch lingo u aint special hoe"
3 0 2 1 1 "Bae made me deep fried Oreos "
3 0 0 3 2 "Bags Bags thats that bag money trash bag black and its filled up with money"
3 0 3 0 1 "Bahaha omg this bitch is crazyyy httptcoHFkTledkpa"
3 0 0 3 2 "Baked Montreal chicken cheesy brussels sprouts garlic butter triple cheddar amp chives yellow mashed8230 httptcoXsGW1kSqCW"
3 2 1 0 0 "Bald head bitches think its their time to prosper "
3 0 3 0 1 "Ball is life No bitch bench is life "
3 0 3 0 1 "Bands will make her dance stamps will make her twerk If Romney becomes president these hoes will have to work"
3 0 3 0 1 "Bang bitch you think Im strange bitch Its bananas like a fucking rangatang bitch vote5sos
EMABiggestFans1D"
3 0 0 3 2 "Bank robber who wore zebraprint dress arrested police say httptcoUUQ0bw6vju"
3 0 1 2 2 "Barkley is trash"
3 0 1 2 2 "Barrys whitey brownshirts run wild in Oakland Following the lead of NWA punks chant F the police httptco9nBUrmTJ"
3 0 3 0 1 "Barrys hoe Michelle is walking in now Ugly beast she is
SOTU"
3 0 0 3 2 "Baseball isnt the same without the Yankees in the playoffs amp basketball isnt the same without the Lakers in em"
3 0 0 3 2 "Baseball w for her birthday for some reason Lol Yankee Stadium on Yelp httptco9hIFDcZWQY"
3 0 3 0 1 "Basic bitch no chill "
3 0 3 0 1 "Basic bitches amp lame niggas lt"
3 0 3 0 1 "Basic bitches everywhere"
3 0 2 1 1 "Basic niggah in his basic clothing"
3 0 2 1 1 "Basically saying that the pound doesnt belong to us and its English Greedy cunts"
3 0 2 1 1 "Basically sojust do you shrugs So if youre worried about being a ho or looking like one good luck"
3 0 0 3 2 "Bathing Sphere Suspended Orb Tub Not for Shy People httptcoOHv7xbr6wo bathing design weird and yet cool"
3 0 3 0 1 "Bbl gonna go sob over gay bird babies"
3 0 3 0 1 "Bc I got too many bitches "
3 0 3 0 1 "Be a dog to these bitches bt be a KING TO YA QUEEN "
3 0 3 0 1 "Be a girl with a mind a bitch with an attitude and a lady with class"
3 0 0 3 2 "Be fearful of the wrath of God in a country where many mock Christianity embrace perversion abortion and bows to PCmulticulturalism"
3 1 2 0 1 "Be mean or rude to my little sister again and Ill kick your ass It applies to all of you little snooty bitches K thanks"
3 1 2 0 1 "Be my backbone every nicca need a spine"
3 0 3 0 1 "Be trippin when I call you hoe but bitch you know I talk like Dat voice"
3 0 0 3 2 "Beans that were yellow before Friday night are brown nowa few green leaves curledfrost but not freezebean size reduced top end shrinks"
3 0 3 0 1 "Bears game today bitches Not to mention lean and bud before the train ride lol Goodday"
3 1 2 0 1 "Beat the pussy down like my nemesis"
3 0 3 0 1 "Beat the pussy in so well her shit still hurting from a week ago"
3 1 2 0 1 "Beat ya bitch pussy up every time I see her like a bully Then send her outta town wit cookies"
3 0 0 3 2 "Beautiful Fairy Elegant Dress httptcoouxWbYTUt6"
3 0 3 0 1 "Because I had to accept being called a bitch every time I asserted myself YesAllWomen"
3 1 2 0 1 "Because Id rather wear my hair long and have piercings Im a faggot that will never go anywhere in life"
3 1 2 0 1 "Because a nigguh but dont mean youre pussy is bomb"
3 0 3 0 1 "Because at your local insurance agency the customer is ALWAYS our bitch itakeshitfromnoone "
3 0 3 0 1 "Because idk if your still tryna get with her again or not bitch i might be httptcoFPJQpcH99K"
3 0 0 3 2 "Because if nobody was judging the birds this account wouldnt even cause a ripple in d ocean"
3 0 2 1 1 "Because of the message that sends to LGBTQ residents in the state Not as if West Virginia is a paradise for queer people Today is major"
3 0 3 0 1 "Beefin ova bitches trade ya clip for Pom Poms"
3 0 1 2 2 "Been Huntin hard and finally nailed her Best wedding koozie Ive ever seen redneck httptcoD6SBSYaNN2"
3 1 2 0 1 "Been a trill nicca since a Lil nicca"
3 0 3 0 1 "Been a while since its just been me solo at the crib feeling kinda lonely like a hoe"
3 0 3 0 1 "Been hooping all day tired than bitch"
3 0 3 0 1 "Been schooling these bitches since "
3 0 3 0 1 "Been sleeping toooooo much fuck it ima enjoy it before i start working jobs like a hoe haha"
3 0 3 0 1 "Been told by a lot of people that Im cool then a hoe and that they dont understand why someone wouldnt like me"
3 0 3 0 1 "Beer ball isnt for pussies"
3 0 3 0 1 "Before I let a pussy cut my hair I just will let it grow"
3 0 3 0 1 "Before the madness with my single bitches httptcoFLDe7S4SLC"
3 0 2 1 1 "Behind every independent woman is a pack of hating hoes"
3 0 3 0 1 "Being a girl sucks We have to deal with periods making us a bitch shaving our legs on a daily basis and worrying about what we eat"
3 0 3 0 1 "Being a hoe aint cute ijs"
3 0 3 0 1 "Being a hoe is cute in "
3 0 3 0 1 "Being a sober soul just wasnt interesting bitch im living 5spmg GGL httptcoW58Q6Hr20j"
3 1 0 2 2 "Being coons At Yall are amazing8221"
3 0 3 0 1 "Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend"
3 0 3 0 1 "Believe in the heart of the cards bitch"
3 0 3 0 1 "Believe it or not hoes get boring after awhile"
3 0 3 0 1 "Ben will gett ya some pussy ben will get ya some head"
3 1 0 2 2 "Bengals kicker trash"
6 1 5 0 1 "Benzino is a bitch point blank period"
3 0 3 0 1 "Besides my sisters this is one of two bitches you will always catch me with httptcoFXZyCvvnPq"
3 0 0 3 2 "Best behaved kids ever at mommys commercial audition Oreo McFlurries for everybody proudmom8230 httptco9HFNSmaLcU"
3 0 0 3 2 "Best of luck to Tino The Bambino Martinez in Miami your legacy is saved LOL Marlins Yankees RedSox MLB"
3 0 1 2 2 "Best rider That goes to a blaxican"
3 0 0 3 2 "Bet Charlie Strong has contacted Ridley"
3 1 0 2 2 "Bet they want a cookie Bergbrain You mean like you want a cracker Kinda bitter here today arentcha stribpol mngop mnleg"
3 0 3 0 1 "Bet you aint gone em tho128564128514 RT Na why OOMF just tweeted that amp she know ha pussy WACK"
3 0 3 0 1 "Betta ask round these streets bitch bout Jay"
3 1 2 0 1 "Better keep ya shit n line nicca "
3 0 3 0 1 "Better nip that shit in the bud early"
3 0 3 0 1 "Better play your part bitch dont be a smart bitch cuz I might have a change of heart"
3 0 3 0 1 "Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me"
3 2 1 0 0 "Between this trend and the vines acting like women its like niggas couldnt wait to be faggots httptcodKVnjmCarZ"
3 1 2 0 1 "Beyonc233 more of a hipster bitch wit no hips these days"
6 1 4 1 1 "Big GDay so to FreeBoosie nicca lol"
3 0 1 2 2 "Big Red and fat squaw lol my hubby is so funny insidejoke"
3 0 0 3 2 "Big Squawk Q when will DFL dump Ryan Uncle Tom Winkler Not going to happen Berg
Bleat on
mngop proud stribpol mnleg"
3 0 0 3 2 "Big bird holds press conf claims he does not care for the letter f"
3 0 3 0 1 "Big bitches be like Im Thick8221 yea bitch atound the midsection"
3 0 3 0 1 "Big black bitches out here arguing"
6 0 6 0 1 "Big boobs no ass No ass big boobs Big boobs and big ass ugly face Big boobs big ass pretty face hoe"
3 0 3 0 1 "Big bro moose trying slide into these hoes DMs httptcoeVb17DyunT"
3 1 2 0 1 "Big greenmile tweetin ass nicca"
3 0 3 0 1 "Big hair bitches gtgtgtgtgtgtgtgtgtgt"
3 0 3 0 1 "Big moe rn like a hoe haha yuhhhh"
3 0 0 3 2 "Big night of hoosiers iubb big10 and pacers nba indiana hoosierstate paulgeorge codyzeller httptcoUFmje1gk"
3 0 3 0 1 "Big ol pussy Harrington blocked me again"
3 0 3 0 1 "Big thick pretty bitch"
3 0 3 0 1 "Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard"
6 0 6 0 1 "Biggie was and always will be the flyest cunt in rap biggie"
3 1 0 2 2 "Bigots demand recount in Idaho gay rights ordinance referendum httptcoTorYEXxMwi tcot teaparty teabaggers lgbt"
3 0 2 1 1 "Bij vraag wat is d naam van de engels des doodsdacht eerst RobertIkIsraeluhm iets met Gargamelhoe heet die kat ook al weeroja Azrael"
3 0 3 0 1 "Biker gang looking ass bitches with titty tats Foh sons of anarchy"
3 0 2 1 1 "Bill Cosby stealing pussy"
3 1 2 0 1 "Bill Romanowski is still a cunt Who saw that one coming"
3 2 1 0 0 "Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO bitch pick one Fucking hate you I know you proud but shit"
3 0 3 0 1 "Birthday today bitches and I gotta work "
3 0 3 0 1 "Bitch I want my number back yo pussy mustard oh yeah FUCK DAT BITCH TRUST ME DRO"
3 0 3 0 1 "Bitch Im not about to eat ya pussy all day long I got a life"
3 0 3 0 1 "Bitch Im the man thats right I said it bitch Im the man dont you forget it "
3 1 2 0 1 "Bitch aint u his lawyer y u thank ery body STFU kill dat bitch to"
3 1 2 0 1 "Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up"
3 2 1 0 0 "Bitch ass nigga be hating on black women Uncle Tom bitch punk"
3 0 3 0 1 "Bitch ass people are the first to call someone out for being a bitch"
6 0 5 1 1 "Bitch bitch bitch"
3 1 2 0 1 "Bitch dont talk yo shit then say you on papers when a bitch trinna get down you a straight FAG BITCH foe dat Scary ass hoe"
6 2 4 0 1 "Bitch duck on whore ass slut cunt ha Biden its Gucci Tho whatever Nigea "
3 2 1 0 0 "Bitch fuck yo nigga whats up with that pussy"
3 0 3 0 1 "Bitch fuk wat a hater gotta say brickk ent ya bitch httptcoHuQVaNuWXH"
3 0 3 0 1 "Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face"
3 0 3 0 1 "Bitch i wouldnt eat yah pussy wit another nigga tongue"
3 0 3 0 1 "Bitch just sucked my dick and tried to give me sugar bitch get out"
3 1 2 0 1 "Bitch killa gone be dacing in that bitch cdfu"
3 0 3 0 1 "Bitch nicca talmbout a mf 3peatDf yall aint da Lakers"
3 1 2 0 1 "Bitch shutcho got damn mouf hoe Mallett aint gon help yo funky ass texans"
3 0 3 0 1 "Bitch you frooooontin bitch you frooooontin Lol"
3 2 1 0 0 "Bitch youre the ugliest cunt ever"
3 0 3 0 1 "Bitch you may have a million dollar body but you got a dollar menu face and a fourpiece nugget pussy so you aint worth shit"
3 0 3 0 1 "Bitches ah have a baby amp be like dont claim my child bitch you good amp goddamn well aint NOBODY claiming your creature "
3 0 3 0 1 "Bitches aint shit but hoes and tricks"
3 0 3 0 1 "Bitches always like you got hoes I be like duhh Im tryna make you one of em nbs"
3 0 3 0 1 "Bitches always think somebody want them or they little coochie lol chilling dont exist nomore Iont want yall hoes"
3 0 3 0 1 "Bitches be in the 9th grade talking about where my bae at No bitch where ya credits at"
3 0 3 0 1 "Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale"
3 2 1 0 0 "Bitches be having a nigga but want to be another nigga WCW bitch it dont work like that"
3 1 2 0 1 "Bitches be in they feelings to much like live bitch"
3 0 3 0 1 "Bitches be like Keep Calm Im Single first of all bitch nobody was hype"
3 1 2 0 1 "Bitches be like New Avi gtgt and Im just like bitch your new avi is UGLY your old avi was UGLY bitch YOU ugly"
3 0 3 0 1 "Bitches be like I want something real And I be like I want a bitch with real hair but we cant always get what we want now can we lol"
3 1 2 0 1 "Bitches be like im nt beefing over a niggah smh"
3 0 3 0 1 "Bitches be like niggas aint shit Naw bitch maybe you just aint shit"
3 0 3 0 1 "Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu"
3 1 2 0 1 "Bitches be screaming fuck they nigga but get mad when another bitch fuck they nigga128533"
6 1 5 0 1 "Bitches be sounding damnear retarded on tbh videos nbs"
3 1 2 0 1 "Bitches be tambout my party no bitch its everybody party"
3 1 2 0 1 "Bitches be trying to squash all beef wen they find out they pregnant Some hoes dont give a fuck"
3 0 3 0 1 "Bitches be watching me from other bitches pages THATS RIGHT BITCH TEAM WORK "
3 0 3 0 1 "Bitches be wearing extensions fake eye lashes and make up talkin bout they bad bitches No bitch you are not bad youre a created player"
3 0 3 0 1 "Bitches bitches bitches"
3 0 3 0 1 "Bitches cant fuck with my bitches they deadly"
3 0 3 0 1 "Bitches cheat on they bitch But be SOOOOOO HURT when they bitch cheat back"
3 1 2 0 1 "Bitches complain about they baby daddies not being shit but bitch you KNEW he wasnt shit you didnt HAVE to keep that baby you CHOSE to "
3 0 3 0 1 "Bitches corny with that not saving numbers shit I hate them hoes"
3 0 3 0 1 "Bitches dont even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches"
3 0 3 0 1 "Bitches dont wann fxck me no more bitches wanna fxck all my bitches"
3 1 2 0 1 "Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga"
3 0 3 0 1 "Bitches know they bitches bitch"
3 0 3 0 1 "Bitches love beefing over a nigga thats always in other bitches faces"
3 0 2 1 1 "Bitches make me happy Material objects make bitches happy iPhone6 httptcod1TbYtc7QB"
3 0 3 0 1 "Bitches on me bout da lil flexin shit on snapchat bitch please"
6 1 5 0 1 "Bitches rather be petty with his hoes instead of posting bail now that ah really fck em uppsa"
6 2 4 0 1 "Bitches so stupid Yal cant know how Im bouta start popping bitches"
3 0 3 0 1 "Bitches swear up and down they pussy the best but aint"
3 0 3 0 1 "Bitches talmbout they limber got these bitches In limbo"
3 0 3 0 1 "Bitches think theyre slick but no matter how hard they try and hide it we can still tell if theyre hoes or not"
3 0 3 0 1 "Bitches will be bitches"
3 0 3 0 1 "Bitches will be bitches"
3 0 3 0 1 "Bitches with kids are retarded"
3 0 3 0 1 "Bitches with trash pussy always want unprotected sex"
3 0 3 0 1 "Bitches bitches bitches"
3 1 2 0 1 "Bite me bitch chew on a footer"
3 0 3 0 1 "Bitzy probably popped a Percocet before she had these drinks with Mellie She seems like that kind of of trill ol bitch ScandalABC"
3 0 0 3 2 "Bjergsen just made a full AS rune page I dont just me full AS reds and Quints I mean AS reds blues yellows and Quints AS"
3 0 3 0 1 "Blac Chynas ass shouldve threw him off first of all Its wop sided and those cheek piercing trashy as hell"
3 0 3 0 1 "Black Dynamite All the hoes gone My dick harder than slavery wallslides"
3 1 2 0 1 "Black bitches be boisterous belligerent buffaloes AlliterationTuesday160
