 text class_label
24915 ".@StacyMalkan @foe_us There is a LOT of data available. So much that the conference w/h to be much longer to cover it :)" normal
24916 "@nlpedwards doesn't really matter, Donald Trump.is a crook&amp;serial liar but he'll never admit it @cjlatimer16" hateful
24918 "HEY YOU! Just in case it slipped your mind- today's a good day cause today you are you &amp; that's enough. RT to spread the 💙! #YouWillBeFound" normal
24920 "I just wish she would have sleepless nights with a deep hole in the center of her chest with pain pulsating with every detrimental heartbeat" hateful
24921 "Hi @JoeRadley2 Hope your well, new music vid Crabitat - Ian (Pewdiepie Eminem Mash) comment and share if possible, cheers :)" spam
24923 "Easily create #data-driven #applications with Arcadia Enterprise 4.0
https://t.co/CBWNWnNGGX #bigdata… https://t.co/Uv9VlHWl6g" normal
24925 "I added a video to a @YouTube playlist https://t.co/GHTvgBT8vW Ig:@KingstonJaleel pros and cons bout T-shot" spam
24926 "Women make 78 cents to the dollar. That's less $ to find the perfect palm tree, colorful street, or Brazilian to sl… https://t.co/rtPVnPaJvE" normal
24927 "Zuma's not so secret #nuclear deal using Russian tech and Gupta uranium proves he's corrupt #ZumaMustGo https://t.co/s5qqTP54Nr" normal
24928 "Only six hours until I get place my arse in front of the laptop and play uunnnggghhh yes I love weekends" abusive
24933 "@WaitingforMeg No man. There are more productive ways to call attention to things than useless disruption :/" normal
24934 "Ik vind een @YouTube-video van @faze_censor leuk: https://t.co/r2g8184U8u HOW TO GET THE NEW NINTENDO SWITCH FOR FREE!" spam
24935 "Alhamdulillah. 4 of my photographs from Single categories and 1 story has been shortlisted in Siena International P… https://t.co/qniiDy4HdI" normal
24936 "Jet Torch Windproof Cigar Cigarette Refillable Butane Gas Lighter AM-136 Gift https://t.co/OPaVBdt91c https://t.co/f9ApuUHIM4" spam
24937 "Want To Create A Digital Product But Don't Know Where To Start? Launching soon... https://t.co/aJceLwB5yC https://t.co/cFzQ4ad9ag" spam
24938 "Using Marxist terminology, Gov. Jerry Brown calls California a ""state aligned with China"". https://t.co/CAJ7UR8IDQ" normal
24941 "@bbc5live @nick_clegg start backing Britain you 2-faced git!! People are fed up with your negativity. Incredible skill base in the U.K. !!!" abusive
24943 "Just got a speeding ticket going 52 in a 35 because I was handing Carson his bottle and the speed zone changed RIGHT there" normal
24944 "Hi @stephentrask will you be at any of the shows in Philly ?So excited to take my sister in law ,the only one in my life who hasn't seen it😍" normal
24945 "@POTUS america may find a true friend in germany while china may speak about current status class &amp; hurry up2 become in names maybe/care/umm" normal
24947 "There are 11 murder-suicides each week in the U.S. 9/10 involve a gun. Read our report: https://t.co/huLDIquqa5  
https://t.co/d6hq4mQi9e" normal
24951 "@mcspocky There's a movement in France to have him run there.  No native birth laws and, even better, no birthers!  https://t.co/YGYqEKjglQ" normal
24952 "@foundersbrewing Two bottle limit; How many times have you heard ""Didn't I just see you with a hat on"" trying to say no in another language" normal
24953 "The sad irony of Trumplings calling out those on the left for not yet having denounced terror attack in Russia while Trump still silent." hateful
24955 "You may be licking your emotional wounds today as you replay r... More for Leo https://t.co/etjzhZspH5" spam
24956 "American owners expect chairman Huw Jenkins to have long-term future at Swansea City while -... https://t.co/8iAONTou0a" normal
24959 "Such a meaningful post. Thanks @ThereseBeharrie for sharing &amp; celebrating #DiverseRomance https://t.co/ZCIka5b2D7" normal
24960 "Feel lucky and inspired to have listened to this team's story last Wednesday. https://t.co/cxTqxAVjJ0" normal
24962 "How many followers do you get weekly? 2 awesome new followers for me! Grow with https://t.co/xu831Aoqaq" spam
24963 "Two amazing personalities are together 
@ImranKhanPTI and @ChMSarwar 😊
May Allah bless them with success… https://t.co/IFAdRz5pON" normal
24964 "He no sold the suplexes 😂😂😂😂😂this guy is booked way too strong, he's old man, bun legacy booking 😂😂😂😂" normal
24965 "@RanveerOfficial @NexaExperience Beta tu befiqre hi kr aur uske baad befiqre 2 hi kr....perfectionism ka lecture na… https://t.co/X7CUeZdf3v" normal
24969 "You really ain't gotta say nothing but since you going against skip make sure you rub it in his face https://t.co/SwjvK3IW4L" abusive
24971 "I am proof that gay conversion therapy works, I haven't sucked dick in at least 48 hours. #Cowger2017" abusive
24973 "@Bndsgh @kimolaanalytics we  are first always in the global trend and your Cevdet and Tevfik i don't know who they… https://t.co/XaDdbOXalt" normal
24974 "Absolutely love when 2 people talk dirty to each other while having sex. Especially when eye contact can be made. Happy titty Tuesday." abusive
24975 "My plan for Opening Day tomorrow. Flight lands at 9am, leaves at 8pm. All in a day's work. #LGM https://t.co/RmMfyVEHAn" normal
24976 "Don't depend on anyone else to make your dreams come true. You have everything within you to make dreams happen on your own. #SierraRaine" normal
24978 "Get your #MusicMarketing Promo Package

Elite Twitter Accounts Network

For #Artists who are serious about #Music

https://t.co/0uWp3bEXvW" spam
24980 "@CLNalivaiko @jfreewright They're out there too. For sure. One thing this election exposed is who alot individuals… https://t.co/vvfAvC2rQ6" normal
24983 "Getting ready for the season! Bruce says the water is warming up. And this other lil guy is enjoying the sunshine." normal
24984 "Yall Grandma's gone get yall for playing around in them curtains 😭😭😭 literally the most funniest thing ... anybody else's looking 💀💀" normal
24985 "@gudfela5 @michaeljbailey First season in ages that I just want to end. Big job for the new set up to do. Atleast a… https://t.co/ovkzugVO61" normal
24986 "I've got a good grip on the ropes we tied to keep us together, but those scissors your holdin sure look sharp" normal
24987 "He’s Body-Shaming Honey Boo Boo?! Mama June Says Fans Will Be ‘Shocked’ by the ‘Real’ Sugar Bear https://t.co/49ikNOyd7k #celebrity #gossip" abusive
24989 "T O Starz ""Lamsterdam Money Boyz""
 Performs Live!!!!  4/7/17 gasolina Lounge 2525 Boston… https://t.co/2imgHGCQ0W" spam
24991 "@JeffMerkley staying strong on that Senate floor! 💪💪 I support filibustering this abomination of a Supreme Court nominee!" normal
24992 "Greene County - There is currently a crash on U.S. 35 eastbound, east of I-675. The road is closed, seek alternate route." normal
24993 "Add some style to your #sporty #weekend look! https://t.co/TrqLrcAlKm 
#weekendvibes https://t.co/vz0A0hrs3C" normal
24994 "@bethmowins wanted 2 remind you @FSU_Football didn't get beat by @ClemsonFB we got robbed on a phantom clipping 🚩 https://t.co/pXQLXcDWhh" normal
24995 "01:30 pm
A broken down Containerised Truck with tyre and Hub prob' @ Idi'roko inwd anthony causing a slow moving traffic to Townplanning." normal
24996 "@KellyannePolls 
PLEASE TELL NUNES WE ARE BEHIND HIM!
just heard Warren (D-Va) smear Sessions,Gen Flynn because they stepped down or recused" hateful
24997 "European parliament approves visa-free regime for Ukraine https://t.co/gZ67vXmdfz https://t.co/rR4mn8EmGe" normal
24999 "I just voted for LustyBustyLark - Click to vote for your favorite model @LustyLark @SpicyFind https://t.co/Mjj3YVrLXm" normal
25000 "@boylan350 @WWESuperCard Ayyy thats dedication right there, with the difficulty said to be higher compared to last… https://t.co/T508nXhc8P" normal
25002 "The begining is begun: Sweden to mediate Museveni, Besigye talks https://t.co/JSWCKpOeom https://t.co/vhKwg21ykB" normal
25003 "Smoky Quartz &amp; 925 Silver Overlay Handamde Earrings 34mm CS-2171 https://t.co/9Lq4i7C54e https://t.co/a7HPA0KHyn" spam
25004 "Tom Trbojevic is really good at playing rugby league...

Sea Eagles looking the better team through 20 minutes.… https://t.co/Lzk1haZleG" normal
25005 "Samantha Bee: Ivanka Trump is not 'your secret progressive buddy' https://t.co/tWBGCCDEB4 https://t.co/oo3nuVKQ8z" normal
25006 "@raaisaab AND also go I love going have a good day in work with love and smile I love so much have nice see you so long o yes" normal
25007 "@Deadspin ""Immediately hang up."" Local police are warning the public again about the ""Can you hear me?"" phone scam." normal
25009 "Back to the Frozen North!! No Surprise it's snowing. Thanks @NBBQA #IAmBBQ2017 we made some amazing friends of BBQ!! https://t.co/F3Rn0EvL4d" normal
25012 ".@ScienceMarchDC There's 2.5 weeks to the @ScienceMarchDC and organisers still rehashing weak platitudes at best or… https://t.co/1lSEfr73BK" normal
25013 "Admittedly I didn't see the junos, but are we really so PC that calling a women ""hot"" is ""offensive""?!?! #wtf https://t.co/cN5SLoKWT9" normal
25014 "#NuggetsNation #ItsANewDay #GoNuggets Michael Malone not happy after Nuggets' loss to the Hornets https://t.co/5Zjf9YLI9S #GoNuggets" normal
25015 "Tap the link to earn rewards for both you and me in @Farmville2! #farmrewards https://t.co/JDmNYMDFQm https://t.co/q7zssjp2kZ" normal
25016 "Working Hard With Desire And Hope Stock Music | Royalty-Free music for | 10297609 https://t.co/HfrJP3laTq" spam
25017 "Twitter Training 15 #leads per day. Get your # free training.
https://t.co/3AthiHw2e8 https://t.co/g7mntxuFtp" spam
25020 "#IrvineAttorney Bruce Bridgman, on why he likes to help good people who've made mistakes &amp; end up in bad situations… https://t.co/VN7mhsfBF4" normal
25021 "@sparkes_idea @TheWeedSeeker Yah that tweet was pretty weird . Lol we are up over 800% even after yesterday's -50%… https://t.co/tt6EgCc0Wx" normal
25022 ".@CarverCounty, MN Cmsr. @RandyMaluchnik &amp; Metropolitan Area Agency on Aging ED @DawnSimonson discuss the Older Ame… https://t.co/U1KTeNP6Pz" normal
25023 "Thank goodness for #Tibetans! #CTA should have done this. https://t.co/K5SGyI4d9t #TibetanBuddhism #Shangrila… https://t.co/02OIJmVTEM" normal
25024 "@goldengray69 @maichardism Just curious. Have you MULATS ever asked yourselves if Maine actually wants you to stay?" normal
25025 "#nowplaying Purgatory - M O G S A W [2 Listeners] Web: https://t.co/ZzbYn6SH6h, Media: https://t.co/6gRQJ49Ebh #np" spam
25027 "@BabitaS76495553 My eyes shined when I first spoke to u, my heart skipped a bit when I first saw u, but after that my lips lost smile," normal
25028 "He had to wait 10 days before it was official but today Kooper can't wait to introduce to you his new baby cousin L… https://t.co/88R8ZhicuV" normal
25029 "Newsweek Oct 18 1971 Nixon At The Controls (How Do I Get Off?)         ID:12782 https://t.co/5Fgk5QZpwK https://t.co/Nv85A97BtC" normal
25030 "Totally being a D.VA Gremlin with my lunch consisting of regular Mountain Dew and Flamin' Hot Cheetos CON LIMON." normal
25031 "Listen to the inspiring Peter Sellars talk about “THE GOSPEL ACCORDING TO THE OTHER MARY” on #Vimeo https://t.co/LvnG0BLNro" normal
25032 "@AquaWave4 @azcentral I don't know if this will be the case here but most mail-in ballot counties let you drop off… https://t.co/Ldy3THtKTk" normal
25033 "I like to share my blog link. It provides different types of facts. So please give review and comment to my blog.

https://t.co/YRuIKWmSH9" normal
25035 "#5YearswithEXO 
W-hatever happens to
E-XO

A-lways
R-emember that
E-XOL are the

O-nly 1 who
N-ever
E-ver left them… https://t.co/g6YiSU85nE" normal
25039 "@society6 is seeing architecture as art. @designmilk has the article and photos. https://t.co/dW0ZbP5N4j https://t.co/30eTCCsItx" normal
25040 "#keelecherries @KeeleUniversity even more from the Memorial Garden. The Garden is looking really nice just now. https://t.co/sjSFrQE7pR" normal
25041 "I haven't been able to get a DM, app, site or person on phone to help at @Delta https://t.co/oVv4FakTVL" normal
25042 "@Finnesotan12 The best prescription for the pain from that hurtin' hand would be a National Championship for #UMD tonight!  Go Duluth Dogs!" normal
25044 "@diyclassics But is it from aperio or from some bogus Estrucan would-be Aphrodite? (I don't really like either option.)" hateful
25045 "5 people followed me and 12 people unfollowed me // automatically checked by https://t.co/8qXiQxVxsG" spam
25046 "@mamoe_1 @AfricanCurators once he gets the cookie on a first date...mixed expressions take their course" normal
25048 "Leave us a review on Google for our Jeremy Ranch location by following this quick link! We appreciate all the feed… https://t.co/CLljfn5Thk" spam
25051 "@LabourList Tony. (And all your 'supporters') STFU. It's you lot who will be the end of labour. Hope you realise that?" normal
25053 "I need this for my birthday. 

This would be so certi for Notting Hill Carnival. https://t.co/xo3j1Z3Ed7" normal
25054 """Let them praise the name of the LORD: for his name alone is excellent; his glory is above the earth and heaven."" ~Psalms 148:13 #Bible" normal
25055 "SomeFlow | Marvelous Ft Tre Wigs | Dir By. MoreMoneyT.V. &amp; Splashy Visuals https://t.co/xXvqlz4yuK" spam
25058 "One Shining Moment was pretty meh this year, but I guess that's just because there weren't many upsets and buzzer beaters." normal
25059 "@RhysWynneJones @TeamCarbide @UKRobotWars Next Sunday dude. The golf is pushing Robot Wars back by a week." normal
25060 "@ElizabethLaw1 @sugarjunction Well Liz, I think it's much easier to spread the jam and then top it with cream so I… https://t.co/bGh8vYqWvJ" normal
25061 "A sinking feeling in the pit of your stomach arises from your ... More for Taurus https://t.co/Sl4nOcdXlO" normal
25063 "4/10, Sally makes an abrupt change in her plans with Thomas; the Spectra clan's plan for espionage pays off. #BoldandBeautiful" normal
25064 "When is the last time you thanked God for the simple things and all you are able to do? #ALDUBxDTBYMovingOn" normal
25065 "Found a Transponder Snail!
For honor! Giants clash in ancient jungle!
https://t.co/d6eUxYPIGY #TreCru https://t.co/B8wayERNEK" spam
25066 "@bwecht A parody politician is 2nd in Presidential election polls in Serbia. I think it's his amazing popsynth jam https://t.co/37cvCLDbRC" abusive
25069 "If you like yr romance sweet to sensual + magic steeped in old Europe, check out https://t.co/q8S72F3ydW   #novel" spam
25072 "Early start for BBC interviews on hidden cost of end of life caring  @PalliativeMedJ  - @gunn_grande #r4today soon https://t.co/KJbBn00h9K" normal
25073 "I think I got that rhyming thing down. @_theway_I_seeit and @JonathanThoma92 care to translate? https://t.co/kbWk2swngA" normal
25075 "https://t.co/VErq4ftrdX - allbooty:

Nasty Sexxx Blog | Hook Up With Freaks For Sex Tonight #wshh #worldstarhoney… https://t.co/nork1X7UUp" normal
25077 "@PublicTenants #PublicHousing
Why limit social inclusion to those who can get a paying job?
https://t.co/ypYZzJ0v2M" normal
25080 "#Millennials drive our present and our future workforce. https://t.co/k0wfSflFUu https://t.co/JvjkL8iDEO" normal
25081 "The giveaway ends tomorrow! Its still not late to enter! Just follow and retweet our pinned tweet to enter!" spam
25082 "@LeaveEUOfficial @mikejulietbravo Has to get rid of that EU flag then and face a hard border with Spain" normal
25085 "@C_C_Gill I run a choir at St Joan of Arc church, N5, in a couple of quartets and also sing 16/17c music in a specialist, highly nerdy group" normal
25086 "[H-NYC] RT aebalca: Which Social Platforms are The Most Important? [Infographic] 
#SocialMedia #Marketing #SMM #Ec… https://t.co/EuJQ5QPUgG" normal
25087 "i was in english class and behind me i hear two people talking
""you're so gay!""
""so are you!""
""i know that! thank you!"" 
how iconic" normal
25088 "I had to travel to PAP today so I am using someone else's photos they took today.  Friends, there is absolutely... https://t.co/TToWCjsWhR" normal
25089 "@richardbranson @VirginMoney your ad says get insured to ride an elephant don't encourage this terrible activity! https://t.co/lrLln4dJES" spam
25090 "Veterans, if you haven't used your VA Loan, then read this!!  https://t.co/HGtRp5VAg7 https://t.co/Anu6zvV2hs" normal
25091 "Special Thank you to Nabco for being a Diamond sponsor for our 7th Annual Jeans &amp; Bling event!! https://t.co/c7v9VIaZLS" normal
25092 "So grateful for this community. Students, parents and educators shared passionate and powerful testimony opposing... https://t.co/hreFnpLsMF" normal
25094 "@JohnCena @WWE @WrestleMania  he will be there wanting to meet you tomorrow mr cena!! https://t.co/Cg4FwQBcx9" normal
25095 "Keep this a reality! Vote Aniya Bradsher for YOUR Miss NC A&amp;T in the runoff. You won't be dissapointed! https://t.co/5kz4n8FdJf" normal
25096 "Learn how #Twitter can be an effective tool in your #marketing strategy. Get your FREE Business Guide today! https://t.co/5PhTp22foM" spam
25097 "Fool taxpayer thrice shame on ... A historical corp welfare two step, so contrived, so predictable. @sunlorrie  https://t.co/QsqPf0g3TN" normal
25098 "@TimesCall: @ColoradoStateU to host #CSUBBQU @StanleyHotel Memorial Day weekend!  Register for workshops &amp; contest!… https://t.co/c3LeZg13FC" spam
25101 "upright as I heard a familiar female voice.~ Oh Jesus, Mary and Joseph! ~I jumped out of bed in a blur and pulled on a pair of jeans and -" normal
25102 "I'm about to binge-watch the 2nd half of #TheGetDown-get caught up w/pt.1, I wrote all about it for @SupaDaily: https://t.co/Yi0txoYY2K" normal
25103 "Rancho Hills, CA: Larvitar ♀ 75.6% (9/10/15 - Rock Smash/Ancient Power - s:normal) til 09:05:54(28m 2s). https://t.co/6nZShs7PDj" spam
25108 "Venezuela’s President Chastised by His Top Prosecutor https://t.co/lbSsIa8Rl4 https://t.co/qrbCzK4x9T" normal
25112 ".@FoxNews met w/ Hollywood Weapons' host, @terryschappert to discuss what makes this action-packed show tick. More:… https://t.co/3kHxaGe4xV" normal
25114 """But... I still feel a little bit flustered that you tried to compliment me so... thank you I guess?""" normal
25115 "Behind the scenes of house of army is just as funny as the skit itself, if not more so 😂 https://t.co/OdsoTZp3Nu" normal
25116 "@ottensam Yeah... I watched. Now go back and watch Swalwell give you the collected wisdom of all agencies. -VJ" normal
25117 "#wednesdaymotivation #wednesdaywisdom
""The willingness to show up changes us. It makes us a little better each time."" Brene Brown" normal
25119 "♫Hyperbolicsyllabicsesquedalymistic par @isaachayes, de #SoundHound with LiveLyrics ® https://t.co/DOVKxuHgiW" spam
25122 "Goals help focus you on areas in
both your personal and professional
life that are important and
meaningful, rather than bei #TheGreatQuote" normal
25123 "Family Portrait Series::Bayview Sf,Ca sponsored by MOAD #2016 images by @bryonmalik #familyfirst… https://t.co/l4MRnBtcK2" normal
25125 "congrats to @jkosullivan1! #BetweenTwoSkies is an Okra pick for the Southern Independent Booksellers Association!… https://t.co/cu8pMDQUOW" spam
25128 "Residents fighting Nexus seek more funding from Green https://t.co/vPxT85uq61 https://t.co/mpvQKS5N9F" normal
25130 "Yesterday #RCB dropped Yuvi...dropped the match. #MI dropped Smith and Dhoni...dropped the match. #RPSvMI #IPL" normal
25131 "@glennstar67 @lovin_pbr345 @BonhamChrysler2 @Kiwi_Karyn @CarsInThePark14 @David70BuickGSX Looks good! White letters… https://t.co/ovef24eEvN" normal
25132 "Google says it has reduced fake Google Maps listings by 70% since 2015 https://t.co/ugHQzv6Uk4 #searchengineland" normal
25134 "N128BV arrived at Appleton Intl (KATW) at 22:57 UTC from Appleton Intl (KATW) https://t.co/JCBUGqRnfO #flightaware" spam
25135 "How To Maximize Social Security Benefits On Your Tax Return https://t.co/4LVc889gsk https://t.co/hMbrF70KdD" normal
25136 "1901-S Morgan Silver Dollar, PL Look, Tough Gem BU++ Better Date, ** Free S/H! https://t.co/zRrpFyN3zY https://t.co/olvgFicHMM" spam
25137 "Need a breather? Take some time out &amp; relax with a coffee &amp; one of our delicious tarts 😊 #bretzelbakery https://t.co/EsoByATJBY" spam
25141 "https://t.co/4SvV127wV7 👍👍 @JonHozierByrne @MickFlannery  A great article for an awesome video &amp; song! Brilliant! Best wishes!👏👏🎶🎵🍻 ☺💚🍀" normal
25142 "@StMarysU @StMarysGSB Mike #HowardEnergyPartnersHoward ""don't let where you came from dictate where you are going"" #ideasworthfollowing" normal
25143 "Life After Death from Above 1979 - Eva Michon | Independent... #Independent https://t.co/7LV4q1AcA1 #Independent" spam
25145 "And I'm up because I work 2nd shift and I was watching a documentary that scared me and I can't sleep because I keep panicking. But anyway" normal
25146 "@KipNSlowHearts @DrakeWhite @KipMooreMusic ☺👍👍👍😎Great combo! I concur😁😁😁😎thanks for sharing this🤔It might just happen😉" normal
25147 "Haha,  I embedded the link in the podcast post at least.  This hillbilly can do 'dem fancy HTML codin' stuff.… https://t.co/6oWEXsIGLt" normal
25148 "OVSD_TIDE: LopezLandLearns just unlocked ""21st Century Teaching and Learning"" badge.
https://t.co/iYw8jDrwSU
#OVSDshare #OVSDoxnard #Chrom…" normal
25149 "4 Baltimore Orioles vs. Tampa Bay Rays 07/02@15-12 TIX: $101.04 End Date: Wednesday May-3… https://t.co/kBQWihHs9k" normal
25150 "Hitting the TOCA paddock this weekend, Academy member @dangewrites covering @BritishF4 and @GinettaCars GT4 Supercup." normal
25151 "The ducks have come back to a WSS. The courtyard will be closed to students 🙁 https://t.co/X8ERV8cPVQ" normal
25152 "Sport:Red Sox at Nationals exhibition canceled because of rain&gt;WA.. https://t.co/iHB7H5yv3U #sports https://t.co/iXgXeSbSkT" normal
25153 "Please post: ""Thank you for all of your concern and help I happy to announce he made it home earlier today. The... https://t.co/0kxzooPSDW" normal
25154 "I liked a @YouTube video https://t.co/y0EdnL0Hzi Dragon Ball Super Episode 85 Preview - CELL AND BUU HYBRID?" normal
25155 "I'm out of my usual greek yogurt, so I ate a frosted pop-tart instead :) I'm going to use the sugar rush to try... https://t.co/75R4AiUhvq" normal
25156 "@VeronicaAvluvXX How in the world,somebody would like to beat U? I really don't understand people.Go well my darling and comme back soon" normal
25158 "ATTI: ML10Brown Bus 102 running Mtn. Hts., Crown &amp; Grafton Rd. is @ the Westover Terminal: 3/30/2017 5:03:29 PM" normal
25159 "Dear Intelligence Agencies, Journalists, Members of Congress and U. S. Senators: https://t.co/jA8f1IpwZ4" spam
25160 "Thacher Island @ 01:30: T: 40.5F; H: 75.5%; P: 29.35 inHg; Ws: 12.6 mph; Wd: WNW; Wg: 21.0 mph; R: 0.000 in" spam
25161 "Abuse unresolved for 3 days: 37.115.186.195 host: https://t.co/VFNs6qaEIV / T:TwiyKyivstar https://t.co/tiu2k6PJey #infosec #cybersecurity" normal
25162 "Staying up all night listening to           #Franksinatra, #BobDylan  and #LeonardCohen . Can't get any better then that." normal
25163 "I give it one day before some wild dude downloads wild pno into his shit and malware dies https://t.co/PJY7DfZrqe" abusive
25164 "Advocate and contribute to the achievement of the United Nations’ Millennium Development Goals. https://t.co/zOusHiytQv" normal
25165 "@politico @billscher @SenateMajLdr @SpeakerRyan @HouseGOP @SenateGOP Tables are abt 2 turn.
1 party;several faction… https://t.co/ZDa9HE1Dwr" normal
25167 "With $500K in financing, The Perspective wants to unite a divided media world https://t.co/DTgZlSlc7E #Journalism https://t.co/cwff37Ppj2" normal
25168 "Age diversity is the new HR challenge. Supporting personnel managers with innovative educational resources to address new needs #staytuned" normal
25169 "Check this out: How Pharma Companies Game the System to Keep Drugs Expensive - https://t.co/SDZUeKu4i8 -

I help the University of Utah ho…" normal
25170 "New video!! This was the first for all of us to play the Ouija Board so hope you all enjoy it! https://t.co/6BIe7adnzR" spam
25172 "Retweeted K+S Soccer Film Fest (@KSFilmFest):

Soccer film fans, our friends at @11mm have kicked off this year's... https://t.co/PbvflWSoTB" normal
25173 "Older Women Romancing Younger Men: Couples Who Proved That Age Is Just A Number

#Philla... https://t.co/12PPcMPVHO https://t.co/rChgULunec" normal
25174 "About time the @NHLBruins got some Power Plays. Would be better to see them bite back against the Caps, by scoring a goal." normal
25175 "Three Reasons Why Every Business Should Start #Blogging https://t.co/r5GJBMMcPs https://t.co/GYOHciNsnY" spam
25176 "You feel invincible because everything you do now furthers you... More for Cancer https://t.co/AAyOuoTeZ3" normal
25178 "I can't wait to watch this show.....n I am excited to watch @SunnyLeone  performance https://t.co/Py3kY93Vmg" normal
25179 "When you stay up till 2 am and you have a 10:20 am class tomorrow and remember you might have an exam too 🙃 https://t.co/Um2fbVZvQA" normal
25180 "You could be quite tenacious today, clinging to a cherished dr... More for Scorpio https://t.co/vTgox1ygWH" normal
25184 "I don't know what people get out of being horrible. Like I'm lying here feeling guilty that I hardly said a word in work today .. people 🖕🏻" normal
25186 "Last night was raw! Thanks to @ZacharyKibbee @thenewelectrics @theshakers and all who came to rock @TheSatelliteLA . More fun next week!" normal
25189 "@tastymask Can't wait! Hope you all found a place to watch wrestlemania in LA! I would have invited if I had the ww… https://t.co/xZIMsYrfnt" normal
25192 "Jeeeeezzz😤😤When Paolo's stans think his hero could play our hot Damon😂Sorry,but no!!!Only Ian https://t.co/T2f9UfQyeR with it💅✌" normal
25197 "support if possible. Most of what this organisation deals with can never be published but it's critical for every i… https://t.co/qzmrnBnOim" spam
25198 "B2 | @leighfarina12 with an RBI sac fly to bring in @Rubilina1 from third!

Purdue 4, #Illini 2 https://t.co/kIJJfvNuzR" normal
25200 "Nope from what was released a week ago they will test themselves but won't hire agents https://t.co/TpOqkmHkGj" normal
25201 "04-01 MYKONOS, GREECE - MAY 16: Aerial view of Mykonos town and... #mikrivigla https://t.co/cGhzEWpe8X #mikrivigla" normal
25202 "Dale didn't get to qualify 😢 On the flip side, Kyle Busch didn't get to qualify 👍🏻 #NASCAR #SilverLining" normal
25204 "Back in the North East and looks like the spring has finally arrived here as well! https://t.co/gXMMLLMPK7" normal
25206 "@BabyTrump_ @jojoh888 irrelevant. I don't judge the GOP based on the KKK, christian extremists, or right-wing milit… https://t.co/GO6O0VKpRR" normal
25208 "THE HUFFINGTON POST: RT mlcalderone: As many advertisers flee O’Reilly, here the companies that continued to run a… https://t.co/8cXltEV9uv" spam
25211 "I always get so so hyped to play new spots and I'd love to see some familiar faces. The boys and… https://t.co/wF8ypflW90" normal
25213 "@spaceinquiries It's martin.alonso13 I couldn't remember it lol I'm going to start using it though.... I hope" normal
25214 "Wall Street Journal: Mike Flynn tells FBI, Congress he'll testify in exchange for immunity https://t.co/Qv5UZIPZxQ https://t.co/DOMr63Djhn" normal
25219 "The CJ2 #privatejet typically has a 4-seat club section just aft of the entry door, + two forward facing seats in t… https://t.co/7nlKHLPahd" normal
25224 "If you're advertising beats, don't send your ads to another beatmaker; how much sense does that make." normal
25225 "Live as free men but do not use you freedom as a cover up for evil; live as servants of God. 1 Peter 2:16" normal
25226 "SEPTIMIUS SEVERUS 193AD Authentic Ancient Silver Roman Coin MARS WAR  i60446 https://t.co/wEsOBQ1zlb https://t.co/OtNsyAXIUO" normal
25228 "Yesterday's food Kansas kicker ribs. Jimbeam n coke wings.  Did they go well ? Ha you bet they did… https://t.co/TaveQ5mhIn" normal
25229 "@ellisjade_ Do it! I really enjoyed your last one! Please can I request more clips of the doggies too? Custard has stolen my heart 💖" normal
25230 "He needs to close out his real estate deals #TheResistance #Kushner #kremlincohorts #china https://t.co/yqbFkkPSsv" normal
25231 "#teachNVchat is back this week to talk about evaluations Thursday 7:30 PM PST // 10:30 PM EST #nvedchat #… https://t.co/NYOppYCNpl" normal
25233 "Christian persecution, globalism takeover, and truth being called ""conspiracy theory"" Signs are everywhere. https://t.co/AL3laoeUpv ^" normal
25236 "SCIENTISTS KNOW THE WORLD THROUGH DATA, BUT ABORIGINAL AUSTRALIANS KNOW THE WORLD THROUGH THE ANCIENT MUSICAL TRADI… https://t.co/H0XuV7jlEq" normal
25237 "@wilw Well PB hates PK because he is a jew. I am sure PB will throw pepe frogs to anyone who brings PK up." hateful
25238 "Sweet and beautiful cutie gets her anal hole sodomized https://t.co/yu9FxeJRLs https://t.co/kIRm5nCoI5" abusive
25240 "DB for today goes to @Eminem Stan! This and Cleaning Out My Closet are my favorites! Check out the flame!
https://t.co/5aeTNsvuGP" normal
25241 "@joeyayoub I totally disagree with them but they're morally consistent. Theirs is a lot more respectable take than Assad's apologists." normal
25243 "VERY LARGE SIZE BRAND NEW US MILITARY ASSISTANCE COMMAND-VIETNAM COLORED JACKET  https://t.co/6Ha4HN50I9 https://t.co/yhHHQQjvSn" normal
25244 "I just wish like hell everyone would be treated equally because we're all humans and have feelings https://t.co/Mns6LOPORy" normal
25245 "Chiropractic care can help you adapt to life’s constant changes so you can live at your very best!… https://t.co/QQ2GfShnr1" normal
25246 "@RealJskies Yo this beat needs an artist. Can you rock this or tag a dope artist? https://t.co/S06UNVRZLl" normal
25248 "TowerGarden: RT TrilliumWoodsES: Our student leadership team and the new tower garden.  #speakup … https://t.co/dnDU2azyBr" normal
25252 "Was all ready to laugh off Jamiroquai’s return, but must say the 3 tracks I’ve heard are really, really good." normal
25253 "Colorado boy grew up not too far from each other. Longmont product getting a chance https://t.co/mynSXj5sZa" normal
25254 "EMERGENCY MANAGEMENT SPECIALIST
https://t.co/LF5Nda8uF7
#MANAGEMENT
#SPECIALIST
#EMERGENCY
#GreysAnatomy https://t.co/WqrzdZHzrw" spam
25255 "I can't believe I almost forgot to put my parking permit on my mirror, that would of been a disaster if I didn't know people" normal
25256 "Pit: Ohhh! Another industry veteran!
