text class_label
" Picture was gender neutral butsure" sexism
" I never said men didnt have privileges or that women didnt face biases but its more than one way street" 
" Actually I have The same thing happens to African Americans Spanish and other minorities" sexism
" Not when it just ends in rape charges" sexism
" If Paul Elam said the same about womenyoud be screeching about it" sexism
" Well Id have no way of knowing General point" 
" FemFreeFriday because fems arent actually doing anything for oppressed women in the Middle East httptcopUYim4Q8jk" sexism
" That wasis in reply to her" sexism
" What i learned from QuestionsForMen httptcoGQLKJhWVqq" sexism
" Good job having her call you a loserBTW That hypocrisy is gold Hopefully someone will see it" 
" Shes great" sexism
" Those two are the only self IDed feminist I can think of who are legit" sexism
" I actually wish they would just start using egalitarian so we can just let feminist mean the misandrist hypocrites" sexism
" Yep The Coyotes They have an out in years NHL would have gone to Seattle But no building Vegas will get them instead" 
" Hmmwhich is the root cause of their hypocrisy You have swung me" sexism
" Picwhatting And you have quoted none of the tweets What are you trying to say" 
" Can you explain why what she described there is wrong" sexism
" It is our individual listing numbers on a Gamergate block list the SJW feminists created Worn with pride" sexism
" I meant this one Can you explain why its wrongsexist httptcoqMhfs4yIk3" 
" Handy guide for what to expect when participating in QuestionsForMen httptcoGh4ODnW9oj" sexism
" I know of NO places single men may in US Some states do bar ANY single parents Some only men" sexism
" Forgot already httptcoa6noUBGcRR" 
" He gets to legally decline parenthood during first weeks after conception more weeks for her choice after" sexism
" No idea what u said" 
" Kid Not sure if should is really shouldnt etc" sexism
" Would rather" 
" She will often not know It should be opt in not opt out so that he must be told Or else they will hide it" sexism
" Not legally" 
" Every time I suggest it feminists insist they will so if deadline passes he should be stuck wo choice" sexism
" So you will continue to oppose equality no matter the logic" sexism
" Me too It was going perfect Got him on record when he thought it was just women before showing him truth" sexism
" How about you unfollow me while you are at it Feminists who follow get blocked I hate to block so plz unfollow Thanks" sexism
" I like a multimedia approach" sexism
" Well I assume you saw my Clem Ford stuff No MSM will write the truth about her maybe httptcoXhXDywx5I7" 
" is awesome if you dont know her Write the truth about feminism" sexism
" QuestionsForMen Are you aware that feminism is teaching women that men cannot experience sexism or discrimination ht" sexism
" My favoritewhen they argue to deny men choice they literally argue abortion is NOT a reproductive right" sexism
" No Im not a sexist" sexism
" QuestionsForMen did you know that when you look at a girl you rape her httptcoglPlA1So3a" sexism
" Pretzel logic is understatement SJWLogic is like a pretzel being beaten and tossed off the Sears Tower Puddle logic" 
" WellId bet on the latter httptcoQA6MYr4Wdw" 
" Feminist writerthink Valenti of AU from what I know Started the QuestionsForMen Huff Po amp others wrote up" sexism
" QuestionsForMen Did you know that scientists agree that women slut shame to make vaginas more valuable to you httptco" sexism
" Because if an obvious GA sports nut DIDNTthat would explain it all" sexism
" You dont regard Ford as a problematic figure httptco8DmIDw7XPs" sexism
" So no issue with her doing the very thing she decries then" sexism
" Yeah My eye opener was a pay gap article I know a little about econtried to explain why it was math not sexism But" sexism
" I learned that doing so made me a misogynist" sexism
" But not a joke a lot of her writing created the false rape culture crisis amp whose theories were drivers of new CA rape law" sexism
" Then what REALLY opened my eyes An article on financial abortion Even after reading I still opposed Responsibility etc" 
" UNTIL I saw prochoice feminists in comments using VERBATIM ProLife arguments against men Selfish Jerk Think of child" sexism
" Realized then that selfish hypocrisy is the crux of modern feminism not equality" sexism
" I know little more than I just told you I just thought her smiling face of hypocrisymisandry epitomized modern feminism" 
" Well I checked out Jessica Valentis Twitter Nice objectification of men and threats of violence httptcoxRhx" sexism
" Im blocked" sexism
" People assume she saw my aviname amp blocked Nope blocked by her before I knew who she was Fems use a block list So" sexism
" as soon as you follow enough known antifeminists their block list activates and blocks you Possible she is unaware of me" sexism
" But the idea they want to do ANYTHING but lecture with dubious facts they dont want challenged is exposed by their blocking" sexism
" Yep pathetic Lets examine idea anti fems just hate women Do misogynists fight for their right to hate Or just hate" sexism
" Like if GamerGate really just hated women why bother with GG Need NO permission to hate They could just hateplay games" sexism
" Is it wrong to argue by implying the other person cannot get laid" 
" says an unthinking pussy Yawn" sexism
" Sweden man The Swedish men are cattle at this point" 
" There is literally nothing more creatively pathetic than taking an existing film and just making a black or female version" sexism
" Close up shop Feminism is just a roadblock in egalitarianisms way at this point Equality must be equal Not gynocentric" sexism
" Hmmpossible I dont read tabloids I just know he boxes Another guy had one Donald Trump Diva like right" sexism
" But Trump gets called a megalomaniac Is that a gendered slur too I never hear women called megalomaniacs" 
" Exactly Its a sexist marketing ploy" sexism
" Not me Either guns blazing or waiting quietly in my Trojan Horse" sexism
" Most Democrats now avoid liberal like its diseased Stop propping up feminism w credit for the Womens Rights Movement" 
" allow word to evolve to its current meaning selfish misandry and remove them from the equality movement so adults can work" 
" No nothis is my view on how to move equality forward Must root out those who claim equality while working against it" sexism
" Define forcing" sexism
" Make a new damn movie you hacksis my point" 
" You have more legal rights than I do is that OK" sexism
" Dont know her sorry" 
" Nope" sexism
" Unrelated to Highlander I also prefer Fletch Lives over the first for same reason as GB Funnier bottom line" 
" Two of those three are already real" sexism
" Please identify the straw man Dunce My sarcastic mocking hypothetical or those real examples" sexism
" Sooooo true" 
" Google Christina Hoff Sommers Wage Gap or Pay Gap She uses real facts not anecdotes EqualPay" sexism
" No joke A Swedish lawmaker proposed requiring men to sit when they pee" sexism
" Column in questions EmmaSulkowicz coverage in view of my piece httptcoz6jwJwnJSJ" 
" If they had any shame or self awareness sure" sexism
"Is it lost on most QuestionsForMen was essentially Fords way of exempting her schlocky clickbait from criticism httptco29pgEhzUQT" sexism
" Yes and no 1A issue but banned as sexist when a feminist shirt would not be" sexism
" Start a Paetron Unless you are in UK then you can claim disability" sexism
" First tweet in years and its a total false equivalency Why httptcoDcJprECjCx" sexism
" No No reliable numbers But a small town police department did a nine year study of their cases once41 false" sexism
" An Illinois PD studies nine years of their cases once41 false" sexism
" Well what differentiated it was they knew the number of rape complaints that recanted Most only count" sexism
" women who are actually chargedconvicted of it Its almost NEVER prosecuted Cops just close the case" sexism
" Google false rape accusation might work" 
" " sexism
" Never said men are smarter I said feminists are stupid Most women are not feminists But answers Ill focus on " 
" Patriarchy is a myth so the system has no push back amp feminists use chivalry amp benevolent sexism masterfully to own ends" 
" No question Feminists have the media Did you see any mention of Clem Fords OPEN bigotry etc Nope Narrative is all" sexism
" Rock is much closer to Socrates than most know" sexism
" Excuse me did you say that feminism is for everyone including men" sexism
" Yes Your apathy" 
" The fate of most feminists" sexism
" like I said A symbol is a symbol Jewelry however can be pawned later" sexism
" Anything but yourself Like EVERY feminist on Earth" sexism
" A genuinely interesting questionof course the answer is predictable and boring" 
" how is that example sexism" sexism
" He was also just existing no" 
" No" sexism
" feminism would only have a name issue" sexism
" Yup" 
" You pay yes Split no She pays no" sexism
" Remember Gaga What would you guess her IQ to be" sexism
" You linked to BLASPHEMY" 
" They are mostly borderlines yes W mucho NPD mixed in amp lots of bipolarity" sexism
" Suspended here under a new acct Stalked me for a day or so Legit issues Kid gloves on" 
" unless its at her pencil filled hands of course" 
" I have about like that Would be hilarious if she didnt need help so bad" sexism
" and a few I like talking to even if I know they will be same as others when push comes to" sexism
" Both My desire to play video games is never stronger than after sex Can finally focus on something other than sex" sexism
"So feminists will trend FeministsAreUgly and then complain how the fact FeministsAreUgly is trending is proof of misogyny in society K" sexism
" Thought you might like one of my comics From UnPC Comix httptcoRDzdCQHjSc" 
" I saw this the other day Excellent" sexism
" Just going to keep this here so I can direct fems to it when they want to argue My WomenAgainstFeminism blog httpt" sexism
" Ahem httptcoXdi7cMJHBo" sexism
" I dont doubt other life but realistically dont think well see any evidence in any of our lifetimes so I dont think about it" 
" But Riley was hilarious on Stern Hadnt thought about him or the Biovians in years" sexism
" Bitter Geno" sexism
" not what Im looking at No" sexism
" I am tennis neutral Just setting up the joke" 
" No Name one mens right they fight for" sexism
" Thanks I think its hilarious But I realize there is a limited market for Terry Pendleton humor" sexism
" Oh mythat is the trolling equivalent of a WMD A Meme of Mass Destruction" sexism
" Ill find a special occasion Thanks" sexism
" for what possible stated reason To slow men down to womens pace" sexism
" This is what happens when you confer the dignity and respect of MLK and real civil rights leaders upon untreated borderlines nuts" sexism
" To an extentwe are not exactly overwhelmed with great optionschoices" sexism
" Youve seen the article by founder of NOWs sister right More and more I see feminism thru this prism httptco7jOETvnH9A" 
" its backdoor communism" sexism
" Have no answer there Hillary is a horrifically flawed candidate butBush Romney Santorum Huckabee Choice of shot or stabbed" sexism
" Im dying" sexism
" You appear to have common sense So no youd be totally wrong" sexism
" Are you aware women have more not fewer legal rights than men" sexism
" QuestionsForMen Did you know feminists think that violence is okay so long as the victim isnt seriously injured httptco" 
" Why ignore my question to deflect with yours Are you aware men have LESS legal rights Is that equality" 
" Lets test httptcocKdwbYwQ9V" 
" Its close Need one of those Conan OBrien morphs of Tony and the Big Hurt" 
" Sois the answer nothing" sexism
" Can you explain the wage gap What does the often cited figure reference" 
" None of these things are true But I return to the original questionresearch What have you read" 
" Where is your knowledge of feminism derived" sexism
" Can you be legally forced into parenthood" sexism
" Single men cannot adopt" sexism
" httptcoP6KTLT0XBZ" 
" No one said she should" 
" US Canada UK France Switzerland Germany India Every western nation and then some Men have less legal rights Equal" 
" If its her choice aloneyes Do you oppose single mothers" sexism
" She can abort Adopt it out Safe haven" 
" Go back to the top of this thread and read again then" sexism
" women r just as strong as men we r all equal wait men r stronger dont hit women we r weak" sexism
" Can you explain why that would be sexist" sexism
" QuestionsForMen WomenAgainstFeminism Another one who only wants to hear herself talk httptcoI9gvXqZQj1" 
" QuestionsForMen Did you know rape is bad" 
" Agreed Idea its not a compliment absurd Most important compliment" 
" QuestionsForMen Have you been told your pants are distraction to boys in school Just our shirts httptco0W5HYr3p0B" 
" To BlackLivesMatter obviously does not include Brian Banks whose life was nearly destroyed by false rape" 
" OK w reasonable burping Sneezing is involuntarily somoot Can totally live wo inhaling others fecal particles" 
" Picture Beaten but defiant Picture Beaten until the soul is dead" 
" Or grab a camera" sexism
" Feminist shirt never gets tossed But no shockfems own our schools" sexism
" And I cant think of any good remakes period actually" sexism
" First hand account from NOWs founders sister BS how" 
" The after all denotes sarcasm that you take out of context Goebbels" 
" Proof" sexism
" Literally asking YOU to explain what you know the figure represents What does it compare" sexism
" No Actually she has an economics degree" 
" Wiki" sexism
" Is saying that sexism" 
" How is that sexist" 
" No I meantcan you explain why telling a person you are arguing w they cannot get laid is wrong" 
" Wait do you realize you just did the very thing the tweet you posted said is wrong" 
" Which tag are you referring to" sexism
" U realize QuestionsForMen existed before Ford started posting snide crap in it right httptcoEaKt1gODFy" 
" I love this bc I am also a scientist working with men w more education amp experience yet I havent experience" 
" MT Daily reminder that I dont care about straight cis Jewss opinions on racism amp feminism" sexism
" Have u ever expressed ur anger only to be asked the question are you hormonal QuestionsForMen Testerosterone Yeah" sexism
" Have you ever been threatened with rape by a woman QuestionsForMen Yes Many times but ONLY by feminist women" sexism
" QuestionsForMen ever walked home in dark seen another person and becomed scared Men are attacked times more often" 
" Why is a man afraid to commit to woman he really loves QuestionsForMen Sexist biased divorce laws will ruin his life" sexism
" Ever play Rambo on old NES by any chance" sexism
" To be fair I read his you hate as your hatemy bad Working on worst sleep eversorry" sexism
" Can you be legally forced into parental obligations Can your genitals be cut at birth Does your right to vote have an " sexism
" mistake I find both abortion amp child abandonment detestable But if one gets an awful choice both must" sexism
" Think she meant would men who shed obligations also lose rights Yes" sexism
" have to pay If she knows he can walk way wo payingI think she might drive a bit safer I understand" 
" many dont have the awareness to operate in what most know to be self interest They will defy most solutions" 
" I agree FTR I am no fan of abortion or child abandonment But I cant accept him going to jail for not abiding HER choice" sexism
" Hard to say wo knowing if avg welfare wo a dad is gt or lt avg CS payment If less it would REDUCE incentive" sexism
" This tweet deserves more love Its a good point" sexism
" Agreed Thoughtful Every once in a while an old tweet of mine lumping her Poe in w Gearheart is RTed I cringe" sexism
" Couldnt design a much poorer set of incentives no" sexism
" Well spoiler alert was actually pretty reasonable and I think accepting of the idea of choice men" 
" I will totally pretend to be deaf at that pointwalk out like youre a ghost amp Im Bruce Willis in The 6th Sense" sexism
" Not being gay is not homophobia Some do try to conflate them somehow" sexism
" To some yeah" sexism
" Who said anything about hitting" sexism
" Oh missed that part of it Nono reason to get physical" sexism
" US is 46th best place for women Behind Rhwanda and Ghana Such bunk Shell never see it" 
" In terms of what Measured how" sexism
" Im saying you can never control two different individuals to be the same" 
" I liked a video from httptcoGdQ58geQw0 QuestionsForMen Mansplained" 
" cant relate Have to be overtime of Game of the Stanley Cup Finals w no DVR" sexism
"Yep except the study the Artist Formerly known as Mich_something offereds author says it does NOT prove bias " 
" a MFing State of the Union invite" 
" FeminismisEQUALITYwhen Men are actually listened to and part of the dialog HeForShe WomenAgainstFeminism httpt" 
" K httptcoIyxiisJajP" 
" Nothing I like women in pink Its a tipoff that they dont angrily reject femininity likeahem well you know" sexism
" no man buy pink and store it in their man caves just to mislead the market Poor woman banpink" sexism
" I have a million valid arguments Doesnt change reality" sexism
" Should men and women have equal legal rights Yes or no" 
" OK Men have fewer legal rights in EVERY western nation today Get to work" sexism
" Saw this this morning httptco9YUwOuZugw" sexism
" Source" sexism
" Appears to refer to the idea that denial of visitation can be prosecuted under child abuse rather than specific laws" sexism
" Any real world examples of women actually being jailed for it" sexism
" Yeah but ur irrelevant amp relevant but oldisolatedfits the definition of the exception that proves the rule more than I find" 
" Was that yours Mine was CS is enforced 10000s of men in jail while visitation these examples aside is not" 
" Rights mean nothing if they can be violated w no recourse" 
" Id like to focus on the plight of the Beaver We are oppressed and I consider myself a victim" 
" Odd that Google can find no relevant examples of it actually being enforced then huh" 
" I keep screengrabs not links sorry Google Kate Millett sister NOW it should be near top of list" 
" Hard to tell butI think that might have just been a troll" 
" If someone hates you its because of whats between your ears not whats between your legs adviceforyoungfeminists" 
" Hope not How will she pay her bills" 
" So is twat" sexism
" They have no sense of irony or awareness Or shame Or decency Orwell I could do this all day" sexism
" you have an armpit licking fetish" 
" s like thisI just spin the gallery on my tablet like the Price is Right wheel and use whatever meme or story I land on" 
" Hmm Cathy Young and who are other two" sexism
" Good call" 
" Gotta take the bad w the good" 
" Never heard that before" sexism
" Thanks That was one of the few memes I use that I made myself" 
" Awesome" 
" Best meme ever Yours Or where did you find it" sexism
" Never saw Its perfect But Twitter is not the same wo her" sexism
" Ahem httptcoxeNJ5eX1Kh" sexism
" Real world evidence of this please" sexism
" Hes a gay known YouTuber I saw his video Unless hes Brando its real" sexism
" You just said men dont need equality" sexism
" Should the default be equal " 
" Women have MORE legal rights than men" sexism
" to racists" 
" Feminism" 
" Only times Ill block is if they spam or I think theyll try to Janet me" 
" Before WAM and the Janet amp GG bans I had blocked twoone of which was an so called MRA" sexism
" Pretty sure that gamergate episode of law and order is basically the new Reefer Madness Holy actual fuck this exists" sexism
" Not doubting Think feminist hypocrisy on Ladies Nights is a great example of their hypocrisy Putting it out there" 
" You mean it shouldnt be Because it IS consent to parenthood for men today" sexism
" IDontNeedFeminism FemFreeFriday httptcoPnhzjRhHqR" sexism
" Chemaly is a special kind of twit MASTER of whining about 3rd world horrors to justify writing about things like PottyParity" 
" That didnt take much httptc" sexism
" Sorry to hear that Get well man" sexism
" This guy is an amazing writer regarding feminism httptcoytOKDpaiga httptcoLMWvAEgS0A" sexism
" How can feminists claim we dont have bodily autonomy Likebeing able to kill your unborn kid is not enough for you " sexism
" FemFreeFriday httptcod6gWiYwReX" 
" IndieCadeEast Truth is GamerGate has nothing against indie games We take issue with corrupt competitions though " sexism
" No seriouslywent from fakedumb to oh God its real to super fake to holyplease tell me its fake" sexism
" SorryI genuinely have no ideareal Not Best guess" 
" I was sure it was fakeuntil it went too longno one works that hard on a Poejust vapid childish PC trash" sexism
" Scott Walker should troll the left and get an online degree in Gender Studies" sexism
" she was seriously right" sexism
" good info thanks are we all seeing that MSM is about storytelling not fact reporting gamergate" sexism
" Thanks for heads up I watched it Good stuff" sexism
" No doubt buttalk about projection First two sentences describe feminism perfectly No self awareness FeminismIsAwful" 
" and Hillary prorapist" sexism
" Nope Hence the two DIFFERENT terms" sexism
" and whose definition is that anyway Margaret Sangers" sexism
" sorry just checked your TL I thought you were arguing in concert w this genius httptcoCSEPnXse48" sexism
" Sucking at math and logic is a requirement for feminism" sexism
" I would never readsee it so I have no ideawhat is the abuse they speak of" sexism
" adviceforyoungfeminists Be sure to employ double standards to excuse your bigotry No one will notice httptco9wvQH" sexism
" adviceforyoungfeminists Use wasnt me as a get out of responsibility free card for your movement httptcoSFF00gEP" 
" was sure it was Poe butno one draws half a comics worth of Poe Scary They are like termites" 
" Thats what I thought at firsthavent read comics in a while soI have no reference Awesome job if fake" 
" Usually takes to minutes for RedScareBot" 
" OK Did shedoes she consent" sexism
" OK My main interest is whether feminists will blame a book written by and read by women on men somehow" sexism
" You too" sexism
" Who is to blame for that" 
" Not even slightly" sexism
" Shhhits funnier when they dont know httptcoc8CtwSTqrY" sexism
" Man I thought Chevaldayoff was a human paper weightwhat a trade for the Jets As good a deal as Ive seen in years decades" sexism
" adviceforyoungfeminists Dont worry Nobody will notice your pet theory is ridiculous Keep repeating it httptcoEB" 
" Yesand real shit" sexism
" Where is what from" 
" For the first time ever I couldnt tell been wrong sure but I at least think I know at all Its evidently real" sexism
" Just a troll" sexism
" I remember you praising a French feminist as being a good fem like CHS what was her name again" sexism
" for life Yes" 
" who is arguing that" sexism
" there is no beef here" sexism
" It allows me to simultaneously engage in specific conversation while putting out ideas Id have to redundantly repeat" sexism
" its not a negative or antiyou action" sexism
" No I said that about feminism" sexism
" Again talking about feminists not you man" sexism
" Prison is the sameexcept with more prison time" sexism
" I rememberrespect your story but noconvo was about feminists opposing common sense preventative measures" 
" Everyone here opposes rape male or female Everyone here supports preventative measures Its all good" sexism
" I am attacking feminists character No one elses" sexism
" adviceforyoungfeminists Learning some history will help you not take credit for things your movement didnt do httpt" sexism
" Just saw it a few days ago Its brilliant Need fifty more like it" sexism
" I dont keep links Google Kate Millett sister NOW and youll find it Her sister wrote it" 
" While youre in my TL just wanted to say TY for all of great work you do challenging narrative w facts MUCH appreciated" sexism
" WhatFeminismGaveMe httptcoW8YzllPbFS" 
" WhatFeminismGaveMe irony httptcoNsSXyZJXfk" sexism
" Gotta love exchanges like these QuestionsForMen WhatFeminismGaveMe httptcoWuZiRVTHSy" 
" followers till " 
" Is she just less bad that other feminists or genuinely advocates EQUAL equality a la CHS or Young" sexism
" They use Orwell as a playbook" sexism
" Not in the EU" sexism
" Me2 Never more patriotic than when I read people have gone to jail for free speech in supposedly democratic Western nations" sexism
" Two people went to jail in the UK for criticizing feminists" 
" Only if you are unaware that feminism and the Womens Rights Movement are not the same" sexism
" You seem like a nice girl I just ask that u dig a little deeper into what feminism actually saysdoes vs what they claim" sexism
" HmmI think its the jawher head is kinda shaped like home plateto carry on the baseball motif" sexism
"ILoveObama for knowingly retelling the wage gap myth amp 1in5 myth plus blaming all men for rape via ItsOnUs all to prop up Hillary " sexism
" The motive doesnt lessen the outcome" 
" Dont count any chickensmost of the GOP candidates suck and could well lose to uneducated history vagina voters" 
" Romney or Jeb would be huge mistakes" 
" Romneys image better than ever due to O but CO will not vote for a drug war supporter like him and GOP needs CO to get to " sexism
" I just laughed at Kanes move Kid is sick Wish theyd used Geno over Letang though" 
" Its actually two separate proposals Real Insane" 
" Sweden and the EU" sexism
" Walker is clearly the one Dems fear I dont know much about him either" sexism
" Atrocious" 
" Exactly Thor is really not theirs to reinvent Do a female Daredevil or something if you want to pull that gimmick" 
" Feminist just labeled me transphobic for not somehow magically knowing that they are fluidflux agender httptc" sexism
" If youre a grown woman who hasnt gotten past your awkward teenage years of confusion and angst youre probably a feminist" sexism
" Its free speech when commenters threaten an innocent man but if you question Sulkowiczs narrative Shut up httptcov" 
" Cathy Youngs article on the Columbia U rape accusation and mattress carrying is superb Must read http" sexism
" Then I have no idea" sexism
" So you oppose NoMorePage3 and the feminists trying to ban it right" sexism
" Would have added Be eaten by your cats but140" sexism
" Whats her major Welding for Kindergartners" sexism
" Maybe she was raped by a cubist and its a symbol of her burden" 
" But sorry who cares that the National Organization of Women was commie you were talking about a trucker right Too funny" 
" Yes I find the sense of proportional relevance interesting" 
" Google Kate Millett sister NOW and enjoy Long read" sexism
" That might be Poe just FYI I think that was the quote of hers that couldnt be verified" sexism
" Feminists say gaming is a boys club then they also say that half of gamers are women make up your damn mind GamerGate " 
" Nope" sexism
" The blank stare" sexism
" Guy who stabbed two people at busstop has face that says Im going to stab you at a bus stop httptconAp4hHbfUc" sexism
" If being produe process makes you prorape does being antideath penalty make you promurder httptconR7E8hvBe3" sexism
" You could think of the worst possible idea ever and its still wouldnt be as bad as this one httptcohWPbTLjnS4" sexism
" Retweet if you hate Ovechkin Fav if you hate Ovechkin Hate Ovechkin" sexism
" Toss denied student loans onto that list as well" sexism
" NHL pays back Rogers for new TV deal w McDavid Sabres get Eichel sp Rekindles TORBUF divisional rivalry big TV markets" sexism
" Just my guessits now in my tweets as proof if it comes true I knew hed rig the draft so the Avs could get Seth Jones" 
" so I got the rigging part right but not the scouting" sexism
" Thats why a McDavidEichel rivalry w big TV ratings markets that are geographicdivision rivals makes TOO much sense to not rig" 
" I said it for months Didnt know how good McKinnon was" sexism
" Avs REALLY needed the D man toobut they made right pick" sexism
" Ahemas a Pens fan I can appreciate a system that rewards a well executed rebuild souh yeah" sexism
" Exactly A well executed rebuild But dont rewrite history We tanked for Fleury amp Geno Sid was Gary rigging the lockout draft" sexism
" Probably gonna piss off some feminists" sexism
nan 
" Might need some lube The tip is wider than her hips" sexism
" OKbut what specifically are they parodying" sexism
" which is a real example of feminism ruining atheism no" sexism
" No true feminist httptcoRNU2MPjhjh" sexism
" THIS is why I find the antifeminist women just want male attention argument moronicas if there arent better ways to get that" sexism
" No sorry even the rosiest definition of feminism is still unequal" sexism
" Familiar w it Insane Patriarchy has clearly failed this man" sexism
" No feminism lobbies to have equality vetoed actually httptcoZsmzUXIbH5" sexism
" Actually even the dictionary definition of feminism is unequal That you dont see why is telling" sexism
" He respects their right to publicly lez out in private you mean What a gentleman" sexism
" Remember everyone believe in feminism " 
" None I was going to go w toxic femininity or something if they answered but 50ShadesIsAbuse has great plate discipline" 
" You are whining about an analogy TwitFem SJWs actually defended the predatory sexual abuse of a high school student" 
" FTR I dont just mean Democrat by liberal but a specific breed" sexism
" Shell unblock stalk snipe run reblock wash rinse repeat Shes a coward" sexism
" feminists when other women dont fall for their shit feminism WomenAgainstFeminism httptco3gmfoaWJRD" 
"No as says its just school policy to deny legal rights to people who look like rapists Rapial profiling Duh" sexism
" blocked me so I blocked herevidently she stopped defending sexual harassment of students long enough to unblock" sexism
" Have you ever had a female judge outraged at you for not paying child support for someone elses kidhttptcowdEv96Lr3" sexism
"Yeah uh WomenAgainstFeminism arent bigots who hate men and dont mind sharing equality w them like you hypocrites FYI" sexism
"I have harassed no one as can see but you are violating TOS by trying to organize a blocking campaign as sees" sexism
" I just got called sexistbecause I get paid the same as guys and Im not a sheep to the feminist movementok " 
" Suit yourself Utah court lets woman sue herself over fatal wreck httptcojyfHMI63BC She wants money for " 
" I dont blame these SJWs for hating themselves Theyre just choosing the wrong reasons Grade A white guilt httpt" sexism
" Instead of doing something about the feminists who hate men Im going to scream at you for pointing them out TweetLik" sexism
" Is that just a male thing Whenever I click on Female friendlyfemale choice porn its same as main content" sexism
" Barb Sheehan NEVER says a word about being abused for years Kills husband Claims abuse w no proof Walks Fems cheer" sexism
" WTF" sexism
" Im an atheist but God bless hot women who embraceenjoy their own sexuality" 
" I think Ill leave this here httptcogE5ZdEE07F" sexism
" Did you see Ludacris baby mom He paid her 10k for an abortion she kept the money had the kid and put him on " 
" They claim to be for equalityand then cont to focus only on womens issues WomenAgainstFeminism FemFreeFriday htt" sexism
" Quote Me httptcotiQDnniPbW" sexism
" Did Jezebel or Marcotte or Valenti write about Carnell I forgot They dont care" 
" Wellits a valid question FemFreeFriday httptcofqOZCwc1ZB" sexism
" And what rights would those be From what I can tell we have the same if not MORE rights then men FemFreeFriday htt" sexism
" Not a fan of this comic too SJWish for me but this is spoton httptcofchqFYHkDB WomenAgainstFeminism httpt" sexism
" The Democratic Peoples Republic of Korea must be a wonderful place right Look up the words" sexism
" So let me get this straight who weaponised tweets to have people fired is now a victim of Twitter http" sexism
" What do u think her punishment should be httptcoZDqmVf9K9U QuestionsForFeminists QuestionsForMen QuestionsForWomen" sexism
" Thanks Steal any arguments of mine you like Thats why Im here Create awareness The IVF argument is long but effective" sexism
"What You dont like being lectured on feminism by people who only just learned of it from Emma Watson or Beyonce " sexism
" Well I hate it butI know what you mean Thanks This will be rubbed in their hypocrite faces shortly" 
" Social justice seems to now be a type of shield behind which fashionably racist pigs can snicker about their self percei" sexism
" QuestionsForMen WomenAgainstFeminism feminism mybodymychoice httptcooqPP6gEwUe" sexism
" mensrights httptcovoFfUHmnAs petition to call attention to Judge Kathleen McCar httptcoTJlTPFd00n " 
" questionsforfeminists For those of you that think it isnt socially acceptable to abuse men It is httptcoAZ6Dx8UW" sexism
" gamergate femfreq antisjw httptcoEO8Gi9qYOK" sexism
" Mehif Myers regains form youll forget he ever existed Armia and Lemieux are great assets" sexism
" by doing what exactly" sexism
" Hey please translate this nonsensical nonanswer if you canTY " 
" she is painfully stupid Ben Sorry Its now hurting my brain" 
" She was already linked She doesnt care" sexism
" Earlier she wasshe doesnt care about facts" sexism
" No ButSomeone else linked her to the Sommers article an hour ago" sexism
" She has a very low IQ" sexism
" httptcoDagAiOapd1 Maybe you should learn intro stats b4 you lie ht" sexism
"Why does refresh TL to the top every 7th to 9th time I return from notificationsvery annoyinglose many tweets I want to read" sexism
" Estimates are guesses not proof This is why you are called stupid And you ignore that politics exist Also stupid" 
" Exactly Never had an Econ class EVER" sexism
" That girl is hideous in every way" sexism
" Im guessing you learned of feminism from Beyonce" 
" Feminists started FeministsAreUgly take it up with them" 
" No doubt And yetno less true" sexism
" Name prominent feminists please No Google" sexism
" Who said all I can think of doable feminists" sexism
" Right But you know squat so who cares" 
" I use the term to be the opposite of your shady source What is a non shady source" sexism
" GamerGate Maybe people are saying the school system is failing because the school system is failing " sexism
" No clue who she is Harry mighthe was OP" sexism
" unless you learn propaganda" sexism
" rightS plural" sexism
" Ohlike the new name BTWpunching down another inane tool they use to silence dissentand factsand logic" 
" Honestly no idea what that is" sexism
" Sealioning Although as I reread brigadeering too Understand that I avoid pop culture like Ebola" sexism
" Good for you Too bad about those hurt by it or unprotected by it right" 
" Are you aware the VAWA removes the accuseds due process rights" 
" Ben Im open to meeting good feminists like Helen etc but uhhow can I say nicely Maddy isnot smartat all A lemming" sexism
" No I dont think shes a bigot per se but blind to whatever she chooses not to believe" 
" Slim Thug had his bank accounts frozen for one year for a child which is not his httpstcoy4c7bQVttI" sexism
" Feel free to research it They intentionally conflate feminism w the Womens Rights Movement" sexism
" I love this but I am legit grossed out by thatfems could end any argument w me by posting their armpit hair pics" sexism
" Seen it before Thanks It is amusing Most women are undermined by low expectations That is the result Whining only" 
" I appreciate you bringing good content to me though" sexism
" no idea what that is" sexism
" To each their owncommenting more on the power dynamic of male fems vs fems etc" 
" those women are OKCant tell a woman how to dressOh wait a tick http" sexism
" I love HTs like thisI just spin the gallery on my tablet like the Price Is Right wheel and use whatever comes up" 
" Mary Koss Seriously" 
" Please explain what the figure cited in wage gap discussions compares Thanks" 
" No idea I just collect them randomly as I find them" 
" What a fucked up insult to MLKwow" sexism
" The most they do is say Cant believe so many dudebros are protesting malesuicide" sexism
" Lets think criticallyWHO is talking about that" sexism
" What is that" 
" Is that what AskHerMore is" 
"DontDateSJWs unless you want them to date you bang you call you stalk you THEN cry rape amp do performance art httptcovRPol5nc67" sexism
" Honestly Belzer or Ric Ocasek of the CarsIm torn" sexism
" Ladiesunlike drugs you can always SHARE a hooker" sexism
